,image_name,image_label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9
236,BRACS_734_N_3,0,0.0,0.0,0.0,2.1350384,0.0,0.0,0.0,0.0,0.0,0.0
237,BRACS_1886_N_2,0,0.0,0.0,0.0,3.763347,0.0,0.0,0.0,0.0,0.0,0.0
238,BRACS_1318_PB_9,1,0.0,0.0,0.0,7.291705,0.0,0.0,0.0,0.0,0.0,0.0
239,BRACS_1584_N_2,0,0.0,0.0,0.0,0.0,5.0108333,0.0,6.2258863,0.0,0.0,0.0
240,BRACS_1608_N_4,0,0.0,0.0,0.0,6.53723,0.0,0.0,0.0,0.0,0.0,0.0
241,BRACS_1494_UDH_33,1,0.0,0.0,0.0,6.3778024,0.0,0.0,0.0,0.0,0.0,0.0
242,BRACS_1231_PB_29,1,0.0,0.0,0.0,6.3285108,0.0,0.0,0.0,0.0,0.0,0.0
243,BRACS_1945_N_6,0,0.0,0.0,0.0,0.0,3.3871317,0.0,4.3134403,0.0,0.0,0.0
244,BRACS_1496_PB_40,1,0.0,0.0,0.0,1.5341647,0.20391446,0.0,0.608902,0.0,0.0,0.0
245,BRACS_1242_PB_2,1,0.0,0.0,0.0,6.587315,0.0,0.0,0.0,0.0,0.0,0.0
246,BRACS_1231_UDH_3,1,0.0,0.0,0.0,7.3425007,0.0,0.0,0.0,0.0,0.0,0.0
247,BRACS_1494_UDH_29,1,0.0,0.0,0.0,7.2338023,0.0,0.0,0.0,0.0,0.0,0.0
248,BRACS_1930_N_9,0,0.0,0.0,0.0,0.0,1.382239,0.0,1.9389161,0.0,0.0,0.0
249,BRACS_1238_UDH_5,1,0.0,0.0,0.0,7.4060807,0.0,0.0,0.0,0.0,0.0,0.0
250,BRACS_1319_PB_7,1,0.0,0.0,0.0,7.8033214,0.0,0.0,0.0,0.0,0.0,0.0
251,BRACS_1494_PB_48,1,0.0,0.0,0.0,4.680788,0.0,0.0,0.0,0.0,0.0,0.0
252,BRACS_1320_PB_17,1,0.0,0.0,0.0,4.015372,0.0,0.0,0.0,0.0,0.0,0.0
253,BRACS_280_N_4,0,0.0,0.0,0.0,0.0,6.606982,0.0,7.947606,0.0,0.0,0.0
254,BRACS_1253_PB_4,1,0.0,0.0,0.0,5.3485355,0.0,0.0,0.0,0.0,0.0,0.0
255,BRACS_1325_PB_12,1,0.0,0.0,0.0,9.045566,0.0,0.0,0.0,0.0,0.0,0.0
256,BRACS_1933_N_4,0,0.0,0.0,0.0,0.0,11.421882,0.0,13.683466,0.0,0.0,0.0
257,BRACS_265_N_16,0,0.0,0.0,0.0,0.0,7.515169,0.0,9.155392,0.0,0.0,0.0
258,BRACS_1324_PB_7,1,0.0,0.0,0.0,14.297885,0.0,0.0,0.0,0.0,0.0,0.0
259,BRACS_1250_PB_5,1,0.0,0.0,0.0,4.1662908,0.0,0.0,0.0,0.0,0.0,0.0
260,BRACS_288_N_12,0,0.0,0.0,0.0,0.0,29.49273,0.0,34.77352,0.0,0.0,0.0
261,BRACS_1238_PB_3,1,0.0,0.0,0.0,10.864984,0.0,0.0,0.0,0.0,0.0,0.0
262,BRACS_265_N_5,0,0.0,0.0,0.0,0.0,7.3448505,0.0,8.882509,0.0,0.0,0.0
263,BRACS_1486_PB_7,1,0.0,0.0,0.0,3.3275826,0.0,0.0,0.0,0.0,0.0,0.0
264,BRACS_1320_PB_8,1,0.0,0.0,0.0,6.662214,0.0,0.0,0.0,0.0,0.0,0.0
265,BRACS_264_N_19,0,0.0,0.0,0.0,3.171024,0.0,0.0,0.0,0.0,0.0,0.0
266,BRACS_1608_N_5,0,0.0,0.0,0.0,6.1164846,0.0,0.0,0.0,0.0,0.0,0.0
267,BRACS_1598_N_4,0,0.0,0.0,0.0,0.9019468,0.76162434,0.0,1.25634,0.0,0.0,0.0
268,BRACS_1593_N_4,0,0.0,0.0,0.0,0.0,9.845035,0.0,12.00929,0.0,0.0,0.0
269,BRACS_301_N_3,0,0.0,0.0,0.0,0.0,7.636873,0.0,9.243822,0.0,0.0,0.0
270,BRACS_1494_PB_22,1,0.0,0.0,0.0,3.8920598,0.0,0.0,0.0,0.0,0.0,0.0
271,BRACS_1324_PB_9,1,0.0,0.0,0.0,9.548373,0.0,0.0,0.0,0.0,0.0,0.0
272,BRACS_300_N_11,0,0.0,0.0,0.0,0.0,31.344864,0.0,36.940987,0.0,0.0,0.0
273,BRACS_1231_PB_57,1,0.0,0.0,0.0,13.395073,0.0,0.0,0.0,0.0,0.0,0.0
274,BRACS_1325_N_5,0,0.0,0.0,0.0,6.771747,0.0,0.0,0.0,0.0,0.0,0.0
275,BRACS_283_N_8,0,0.0,0.0,0.0,0.0,4.354672,0.0,5.2864323,0.0,0.0,0.0
276,BRACS_1272_UDH_24,1,0.0,0.0,0.0,1.5297616,0.080047764,0.0,0.45876816,0.0,0.0,0.0
277,BRACS_264_N_22,0,0.0,0.0,0.0,0.0,6.013755,0.0,7.311491,0.0,0.0,0.0
278,BRACS_760_N_7,0,0.0,0.0,0.0,0.0,2.8636646,0.0,3.8433938,0.0,0.0,0.0
279,BRACS_1235_PB_16,1,0.0,0.0,0.0,4.0656204,0.0,0.0,0.0,0.0,0.0,0.0
280,BRACS_1904_N_4,0,0.0,0.0,0.0,0.0,5.068969,0.0,6.2775393,0.0,0.0,0.0
281,BRACS_283_N_48,0,0.0,0.0,0.0,0.0,6.4596,0.0,7.7973375,0.0,0.0,0.0
282,BRACS_281_N_34,0,0.0,0.0,0.0,0.0,0.7508401,0.0,1.146355,0.0,0.0,0.0
283,BRACS_1231_UDH_36,1,0.0,0.0,0.0,11.532504,0.0,0.0,0.0,0.0,0.0,0.0
284,BRACS_1409_UDH_10,1,0.0,0.0,0.0,13.186255,0.0,0.0,0.0,0.0,0.0,0.0
285,BRACS_1591_N_1,0,0.0,0.0,0.0,0.0,11.621117,0.0,14.024927,0.0,0.0,0.0
286,BRACS_311_N_68,0,0.0,0.0,0.0,0.0,4.995467,0.0,6.1144753,0.0,0.0,0.0
287,BRACS_1231_PB_12,1,0.0,0.0,0.0,8.503658,0.0,0.0,0.0,0.0,0.0,0.0
288,BRACS_1235_UDH_15,1,0.0,0.0,0.0,10.718167,0.0,0.0,0.0,0.0,0.0,0.0
289,BRACS_1494_UDH_31,1,0.0,0.0,0.0,9.015607,0.0,0.0,0.0,0.0,0.0,0.0
290,BRACS_280_N_17,0,0.0,0.0,0.0,0.0,11.932311,0.0,14.412493,0.0,0.0,0.0
291,BRACS_1329_PB_2,1,0.0,0.0,0.0,4.332756,0.0,0.0,0.0,0.0,0.0,0.0
292,BRACS_1330_PB_3,1,0.0,0.0,0.0,8.728879,0.0,0.0,0.0,0.0,0.0,0.0
293,BRACS_1945_N_20,0,0.0,0.0,0.0,0.0,2.7248354,0.0,3.505938,0.0,0.0,0.0
294,BRACS_758_N_3,0,0.0,0.0,0.0,0.0,12.185433,0.0,14.727423,0.0,0.0,0.0
295,BRACS_1231_PB_16,1,0.0,0.0,0.0,10.140689,0.0,0.0,0.0,0.0,0.0,0.0
296,BRACS_1904_N_1,0,0.0,0.0,0.0,0.0,7.2547092,0.0,8.8991995,0.0,0.0,0.0
297,BRACS_1238_PB_17,1,0.0,0.0,0.0,11.207446,0.0,0.0,0.0,0.0,0.0,0.0
298,BRACS_1240_PB_12,1,0.0,0.0,0.0,6.1292186,0.0,0.0,0.0,0.0,0.0,0.0
299,BRACS_1494_UDH_41,1,0.0,0.0,0.0,5.258351,0.0,0.0,0.0,0.0,0.0,0.0
