,image_name,image_label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63
46,BRACS_300_N_11,0,0.0,0.0,0.0,0.0,0.49948,0.0,0.0,0.0,0.0,9.338634,0.0,6.157748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058819152,0.0,0.0,0.0,0.0,2.3482535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2827493,0.0,0.0,0.3724035,0.0,0.0,1.7302982,0.0,0.07894179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8924937,0.0,0.0,0.0,0.0,0.0,0.0
47,BRACS_283_N_24,0,0.0,0.0,0.0,0.0,0.31313813,0.0,0.0,0.0,0.0,6.0417404,0.0,4.0938935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00823696,0.0,0.0,0.0,0.0,1.1520194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3172539,0.0,0.0,0.2866045,0.0,0.0,0.6816263,0.0,0.05244796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.588722,0.0,0.0,0.0,0.0,0.0,0.0
48,BRACS_283_N_10,0,0.0,0.0,0.0,0.0,0.38130087,0.0,0.0,0.0,0.0,7.439365,0.0,4.9323554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04318823,0.0,0.0,0.0,0.0,1.8012486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24626727,0.0,0.0,0.30969667,0.0,0.0,1.2968494,0.0,0.063674115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.381262,0.0,0.0,0.0,0.0,0.0,0.0
49,BRACS_1945_N_16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.095987,0.0,1.4734584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08818531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16186963,0.0,0.0,0.12857538,0.0,0.0,0.038631916,0.0,0.018695842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0302453,0.0,0.0,0.0,0.0,0.0,0.0
50,BRACS_1599_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151881,0.0,0.83781284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03252524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107173234,0.0,0.093069136,0.08836517,0.0,0.0,0.0,0.0,0.011286726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1234499,0.0,0.0,0.0,0.0,0.0,0.0
51,BRACS_1932_N_5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2677023,0.0,0.8749824,0.0,0.0,0.0,0.0,0.006556481,0.0,0.0,0.0,0.0,0.010289585,0.0,0.0,0.0,0.12318185,0.058018833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06279734,0.0,0.28476012,0.07967204,0.0,0.0,0.08634193,0.0,0.011618467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0747913,0.0,0.0,0.0,0.0,0.0,0.0
52,BRACS_280_N_4,0,0.0,0.0,0.0,0.0,0.7368812,0.0,0.0,0.0,0.0,12.222621,0.0,8.072227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06215978,0.0,0.0,0.0,0.0,3.0398448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41649812,0.0,0.0,0.49343634,0.0,0.0,2.1401663,0.0,0.10377523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.532506,0.0,0.0,0.0,0.0,0.0,0.0
53,BRACS_734_N_31,0,0.0,0.0,0.0,0.0,0.25295568,0.0,0.0,0.0,0.0,5.293485,0.0,3.5944097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009745935,0.0,0.0,0.0,0.0,0.9978764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27583885,0.0,0.0,0.25165617,0.0,0.0,0.60480535,0.0,0.045655556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8651247,0.0,0.0,0.0,0.0,0.0,0.0
54,BRACS_734_N_103,0,0.0,0.0,0.0,0.0,0.01618801,0.0,0.0,0.0,0.0,2.7349746,0.0,1.8857181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002235157,0.0,0.0,0.0,0.0,0.3158863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16937667,0.0,0.0,0.14975859,0.0,0.0,0.19425023,0.0,0.024092013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5529141,0.0,0.0,0.0,0.0,0.0,0.0
55,BRACS_300_N_4,0,0.0,0.0,0.0,0.0,0.19455115,0.0,0.0,0.0,0.0,4.694925,0.0,3.1783094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014243571,0.0,0.0,0.0,0.0,0.9039713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2259574,0.0,0.0,0.22122549,0.0,0.0,0.5860237,0.0,0.04049414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2369184,0.0,0.0,0.0,0.0,0.0,0.0
56,BRACS_281_N_5,0,0.0,0.0,0.0,0.0,0.34881908,0.0,0.0,0.0,0.0,6.1165347,0.0,4.1698194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0946661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36216807,0.0,0.0,0.30141908,0.0,0.0,0.5690975,0.0,0.05351875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8147216,0.0,0.0,0.0,0.0,0.0,0.0
57,BRACS_734_N_10,0,0.0,0.0,0.0,0.0,0.045289263,0.0,0.0,0.0,0.0,3.1321492,0.0,2.1311376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010693215,0.0,0.0,0.0,0.0,0.49220398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15715557,0.0,0.0,0.15822041,0.0,0.0,0.34100464,0.0,0.0273133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8124974,0.0,0.0,0.0,0.0,0.0,0.0
58,BRACS_1904_N_1,0,0.0,0.0,0.0,0.0,0.15146236,0.0,0.0,0.0,0.0,4.263839,0.0,2.9359543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5824919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2812286,0.0,0.0,0.22394855,0.0,0.0,0.29144174,0.0,0.0373961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0967975,0.0,0.0,0.0,0.0,0.0,0.0
59,BRACS_760_N_15,0,0.0,0.0,0.0,0.0,0.44534683,0.0,0.0,0.0,0.0,7.4169455,0.0,5.000888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008984781,0.0,0.0,0.0,0.0,1.3841522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40919495,0.0,0.0,0.36340868,0.0,0.0,0.78539014,0.0,0.06818026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9576497,0.0,0.0,0.0,0.0,0.0,0.0
60,BRACS_283_N_42,0,0.0,0.0,0.0,0.0,0.86913574,0.0,0.13502073,0.0,0.0,14.825072,0.0,9.666455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06718297,0.10603176,0.0,0.0,0.0,0.0,4.004643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37407565,0.0,0.0,0.55886674,0.0,0.0,3.0164552,0.0,0.1250946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.278483,0.0,0.0,0.0,0.0,0.0,0.0
61,BRACS_1485_N_4,0,0.0,0.0,0.0,0.0,0.012122378,0.0,0.0,0.0,0.0,2.661687,0.0,1.8544651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21584019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19504063,0.0,0.0,0.15582372,0.0,0.0,0.10251464,0.0,0.024121404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5868735,0.0,0.0,0.0,0.0,0.0,0.0
62,BRACS_264_N_19,0,0.0,0.0,0.0,0.0,0.109359846,0.0,0.0,0.0,0.0,3.7091532,0.0,2.508961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014955424,0.0,0.0,0.0,0.0,0.68281126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17106025,0.0,0.0,0.18130486,0.0,0.0,0.4588457,0.0,0.03268626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3278022,0.0,0.0,0.0,0.0,0.0,0.0
63,BRACS_283_N_8,0,0.0,0.0,0.0,0.0,0.68176603,0.0,0.0667931,0.0,0.0,11.981649,0.0,7.852381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08211024,0.0,0.0,0.0,0.0,3.156672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32375252,0.0,0.0,0.4625094,0.0,0.0,2.3601673,0.0,0.10130634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.010334,0.0,0.0,0.0,0.0,0.0,0.0
64,BRACS_280_N_7,0,0.0,0.0,0.0,0.0,0.89040184,0.0,0.10450734,0.0,0.0,14.888123,0.0,9.738926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028962359,0.099388644,0.0,0.0,0.0,0.0,3.9692757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4019165,0.0,0.0,0.56827015,0.0,0.0,2.9556608,0.0,0.12571886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.437061,0.0,0.0,0.0,0.0,0.0,0.0
65,BRACS_734_N_24,0,0.0,0.0,0.0,0.0,0.11828263,0.0,0.0,0.0,0.0,3.7630575,0.0,2.5782957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025521596,0.0,0.0,0.0,0.0,0.56866956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2220974,0.0,0.0,0.19396421,0.0,0.0,0.33130383,0.0,0.033012934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5195925,0.0,0.0,0.0,0.0,0.0,0.0
66,BRACS_1494_N_54,0,0.0,0.0,0.0,0.0,0.21495737,0.0,0.0,0.0,0.0,4.800185,0.0,3.278152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002001814,0.0,0.0,0.0,0.0,0.80721843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279566,0.0,0.0,0.23947154,0.0,0.0,0.44902012,0.0,0.041824397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.513252,0.0,0.0,0.0,0.0,0.0,0.0
67,BRACS_1916_N_6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2721949,0.0,1.5857955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1678817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16191679,0.0,0.0,0.13397682,0.0,0.0,0.09128179,0.0,0.020231131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1706674,0.0,0.0,0.0,0.0,0.0,0.0
68,BRACS_1231_N_38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4746099,0.0,1.0433897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1202297,0.0,0.04363367,0.10281348,0.0,0.0,0.0,0.0,0.014068579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4164103,0.0,0.0,0.0,0.0,0.0,0.0
69,BRACS_301_N_3,0,0.0,0.0,0.0,0.0,1.3793212,0.0,0.0,0.0,0.0,19.8719,0.0,13.156019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575488,0.0,0.0,0.0,0.0,4.7276206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83905417,0.0,0.0,0.8360139,0.0,0.0,2.9788435,0.0,0.17090985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.784706,0.0,0.0,0.0,0.0,0.0,0.0
70,BRACS_734_N_3,0,0.0,0.0,0.0,0.0,0.15457858,0.0,0.0,0.0,0.0,4.198911,0.0,2.8671153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054995245,0.0,0.0,0.0,0.0,0.6969652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23518935,0.0,0.0,0.20916058,0.0,0.0,0.41543958,0.0,0.036415275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8932652,0.0,0.0,0.0,0.0,0.0,0.0
71,BRACS_1231_N_60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16995516,0.0,0.15884946,0.0,0.0,0.0,0.0,0.1654434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4363136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037334297,0.20630603,0.6098651,0.042549513,0.0,0.0,0.0,0.0,0.0025740194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1332323,0.0,0.0,0.0,0.0,0.0,0.0
72,BRACS_264_N_9,0,0.0,0.0,0.0,0.0,0.338422,0.0,0.0,0.0,0.0,6.139357,0.0,4.156726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010575313,0.0,0.0,0.0,0.0,1.2154642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31506437,0.0,0.0,0.28933954,0.0,0.0,0.7196307,0.0,0.053372387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.668661,0.0,0.0,0.0,0.0,0.0,0.0
73,BRACS_736_N_6,0,0.0,0.0,0.0,0.0,0.39281088,0.0,0.0,0.0,0.0,7.2251096,0.0,4.858744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012411123,0.0,0.0,0.0,0.0,1.4548748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714972,0.0,0.0,0.33472654,0.0,0.0,0.88422966,0.0,0.06306401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6205387,0.0,0.0,0.0,0.0,0.0,0.0
74,BRACS_1485_N_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.530032,0.0,1.0538394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103723764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11595555,0.0,0.1979348,0.11244445,0.0,0.0,0.018664792,0.0,0.017616801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4674457,0.0,0.0,0.0,0.0,0.0,0.0
75,BRACS_281_N_9,0,0.0,0.0,0.0,0.0,1.1544219,0.0,0.0,0.0,0.0,15.728278,0.0,10.587258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2177749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88973564,0.0,0.0,0.7259143,0.0,0.0,1.6515936,0.0,0.13657957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.910585,0.0,0.0,0.0,0.0,0.0,0.0
76,BRACS_297_N_19,0,0.0,0.0,0.0,0.0,0.43031996,0.0,0.0,0.0,0.0,7.8907332,0.0,5.2383695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04000933,0.0,0.0,0.0,0.0,1.8760359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2861874,0.0,0.0,0.33513153,0.0,0.0,1.2913966,0.0,0.06800211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.878652,0.0,0.0,0.0,0.0,0.0,0.0
77,BRACS_283_N_16,0,0.0,0.0,0.0,0.0,1.0656376,0.0,0.0,0.0,0.0,16.409636,0.0,10.824192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073470846,0.0,0.0,0.0,0.0,4.0916405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58925253,0.0,0.0,0.66263676,0.0,0.0,2.7985036,0.0,0.13950264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.263375,0.0,0.0,0.0,0.0,0.0,0.0
78,BRACS_1886_N_6,0,0.0,0.0,0.0,0.0,0.364367,0.0,0.0,0.0,0.0,6.5740123,0.0,4.455712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009247083,0.0,0.0,0.0,0.0,1.2858486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34452766,0.0,0.0,0.30730245,0.0,0.0,0.75902593,0.0,0.056606643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.073508,0.0,0.0,0.0,0.0,0.0,0.0
79,BRACS_1325_N_8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7249906,0.0,1.8748368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2180964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18581067,0.0,0.0,0.15997128,0.0,0.0,0.1315937,0.0,0.025822338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.609156,0.0,0.0,0.0,0.0,0.0,0.0
80,BRACS_283_N_48,0,0.0,0.0,0.0,0.0,0.6778143,0.0,0.0,0.0,0.0,10.831984,0.0,7.222524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03294016,0.0,0.0,0.0,0.0,2.4737866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4660493,0.0,0.0,0.46581656,0.0,0.0,1.5847735,0.0,0.092707634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.688144,0.0,0.0,0.0,0.0,0.0,0.0
81,BRACS_288_N_9,0,0.0,0.0,0.0,0.0,0.56623644,0.0,0.0,0.0,0.0,8.852089,0.0,6.0033374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6486928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5275919,0.0,0.0,0.4269618,0.0,0.0,0.822317,0.0,0.077365115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.456012,0.0,0.0,0.0,0.0,0.0,0.0
82,BRACS_1857_N_6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9142944,0.0,1.3387904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060988545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14391476,0.0,0.0,0.12195021,0.0,0.0,0.040778562,0.0,0.018105699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8375967,0.0,0.0,0.0,0.0,0.0,0.0
83,BRACS_292_N_5,0,0.0,0.0,0.0,0.0,1.29613,0.0,0.0,0.0,0.0,18.76416,0.0,12.416194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059876397,0.0,0.0,0.0,0.0,4.510433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7750793,0.0,0.0,0.7835747,0.0,0.0,2.8733125,0.0,0.16069189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.712677,0.0,0.0,0.0,0.0,0.0,0.0
84,BRACS_1231_N_27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804862,0.0,0.5947588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1634016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07688423,0.0,0.2753626,0.06985403,0.0,0.0,0.0,0.0,0.0077792164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75700426,0.0,0.0,0.0,0.0,0.0,0.0
85,BRACS_288_N_10,0,0.0,0.0,0.0,0.0,1.2630888,0.0,0.0,0.0,0.0,18.127104,0.0,12.042404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048329107,0.0,0.0,0.0,0.0,4.2680554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7831064,0.0,0.0,0.76575536,0.0,0.0,2.6823618,0.0,0.15520225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.275154,0.0,0.0,0.0,0.0,0.0,0.0
86,BRACS_758_N_2,0,0.0,0.0,0.0,0.0,0.38889825,0.0,0.0,0.0,0.0,6.83029,0.0,4.658361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2198915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40253937,0.0,0.0,0.3318417,0.0,0.0,0.64398336,0.0,0.059315015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.485233,0.0,0.0,0.0,0.0,0.0,0.0
87,BRACS_1865_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1804473,0.0,1.5210247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15242296,0.0,0.0,0.12882523,0.0,0.0,0.09271073,0.0,0.019404754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0695581,0.0,0.0,0.0,0.0,0.0,0.0
88,BRACS_1231_N_51,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31015345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0664313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6160436,1.4060993,0.042115174,0.0,0.0,0.0,0.0,0.005789106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,BRACS_311_N_23,0,0.0,0.0,0.0,0.0,0.105901286,0.0,0.0,0.0,0.0,3.5770218,0.0,2.4510703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004390067,0.0,0.0,0.0,0.0,0.55082107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20583941,0.0,0.0,0.18401103,0.0,0.0,0.32895896,0.0,0.03136057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3227785,0.0,0.0,0.0,0.0,0.0,0.0
90,BRACS_1508_N_3,0,0.0,0.0,0.0,0.0,0.3362733,0.0,0.0,0.0,0.0,6.376284,0.0,4.3296967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051171626,0.0,0.0,0.0,0.0,1.1862366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3493722,0.0,0.0,0.3030465,0.0,0.0,0.6808171,0.0,0.05500925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.937637,0.0,0.0,0.0,0.0,0.0,0.0
91,BRACS_1641_N_2,0,0.0,0.0,0.0,0.0,0.043699384,0.0,0.0,0.0,0.0,2.961582,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35020843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19149242,0.0,0.0,0.16182686,0.0,0.0,0.19691166,0.0,0.026037198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.801822,0.0,0.0,0.0,0.0,0.0,0.0
92,BRACS_1231_N_58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2551125,0.0,0.2210741,0.0,0.0,0.0,0.0,0.12942375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38922995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048393402,0.1572957,0.5526288,0.047476724,0.0,0.0,0.0,0.0,0.0032431146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22914252,0.0,0.0,0.0,0.0,0.0,0.0
