,image_name,image_label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31
87,BRACS_1865_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010897355,0.0,0.0,0.0,0.0,0.7830562,0.0,0.0,0.0,0.0,1.1452588,0.0,0.0,0.4621282,1.0012908,0.0,1.4389317,0.0,0.0,0.87469876,0.0,0.0,0.0,0.0,0.74966764
88,BRACS_1231_N_51,0,0.0,0.0,0.0,0.0,0.8540941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0563687,0.0,0.19446969,0.0,0.0,0.0,0.0,0.0,1.3762803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,BRACS_311_N_23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063340135,0.0,0.0,0.0,0.0,1.3617572,0.0,0.0,0.0,0.0,1.9581472,0.0,0.0,0.80853766,1.7056694,0.0,2.3812976,0.0,0.0,1.4582778,0.0,0.0,0.0,0.0,1.2276452
90,BRACS_1508_N_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1530752,0.0,0.0,0.0,0.0,3.3179398,0.0,0.0,0.0,0.0,4.7687206,0.0,0.0,1.9548583,4.0647483,0.0,5.625814,0.0,0.0,3.3872006,0.0,0.0,0.0,0.0,2.8034825
91,BRACS_1641_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40541714,0.0,0.0,0.0,0.0,0.6058377,0.0,0.0,0.24173093,0.5400674,0.0,0.82824004,0.0,0.0,0.4870699,0.0,0.0,0.0,0.0,0.43614107
92,BRACS_1231_N_58,0,0.0,0.0,0.0,0.0,1.1657676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5336447,0.0,0.2237353,0.0,0.0,0.0,0.0,0.0,1.9607804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,BRACS_1918_N_10,0,0.0,0.0,0.0,0.0,1.262828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6805127,0.0,0.23304501,0.0,0.0,0.0,0.0,0.0,2.1494958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,BRACS_760_N_11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6094073,0.0,0.0,0.0,0.0,14.292769,0.0,0.0,0.0,0.0,19.968275,0.0,0.0,8.299686,16.879234,0.0,22.966452,0.0,0.0,14.099442,0.0,0.0,0.0,0.0,11.618895
95,BRACS_283_N_18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07211541,0.0,0.0,0.0,0.0,2.2476468,0.0,0.0,0.0,0.0,3.2674062,0.0,0.0,1.3193431,2.7907014,0.0,3.905109,0.0,0.0,2.3133292,0.0,0.0,0.0,0.0,1.9262941
96,BRACS_1231_N_18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2811374,0.0,0.0,0.0,0.0,0.4499101,0.0,0.0,0.16417247,0.40401438,0.0,0.6608591,0.0,0.0,0.35262966,0.0,0.0,0.0,0.0,0.32492495
97,BRACS_1609_N_2,0,0.0,0.0,0.0,0.0,0.14693594,0.0,0.0,0.0,0.0,0.0,0.0,0.012820108,0.058723107,0.0,0.0370552,0.0,0.0,0.12290172,0.0,0.0,0.03317877,0.151178,0.19706726,0.29159182,0.0,0.0,0.12697826,0.0,0.0,0.0,0.0,0.13690098
98,BRACS_1598_N_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18884462,0.0,0.0,0.0,0.0,0.40693077,0.0,0.0,0.09228501,0.35305613,0.070429236,0.63798916,0.0,0.0,0.22322877,0.0,0.0,0.0,0.0,0.22430287
99,BRACS_1930_N_9,0,0.0,0.0,0.0,0.0,0.037053138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12077111,0.0,0.0,0.0,0.0,0.26893768,0.0,0.0,0.064590156,0.24047308,0.1241408,0.45266488,0.0,0.0,0.17855884,0.0,0.0,0.0,0.0,0.19202757
100,BRACS_265_N_8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56171167,0.0,0.0,0.0,0.0,10.77109,0.0,0.0,0.0,0.0,15.113579,0.0,0.0,6.3007436,12.827101,0.0,17.48997,0.0,0.0,10.7507515,0.0,0.0,0.0,0.0,8.783669
101,BRACS_1640_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79381007,0.0,0.0,0.0,0.0,1.1890315,0.0,0.0,0.46604714,1.0241265,0.0,1.487123,0.0,0.0,0.8745283,0.0,0.0,0.0,0.0,0.755954
102,BRACS_1591_N_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5364714,0.0,0.0,0.0,0.0,9.566186,0.0,0.0,0.0,0.0,13.45223,0.0,0.0,5.6123247,11.456764,0.0,15.638207,0.0,0.0,9.594669,0.0,0.0,0.0,0.0,7.81172
103,BRACS_265_N_6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28820813,0.0,0.0,0.0,0.0,5.0799427,0.0,0.0,0.0,0.0,7.196241,0.0,0.0,2.9917455,6.115096,0.0,8.422795,0.0,0.0,5.1507144,0.0,0.0,0.0,0.0,4.2078366
104,BRACS_1608_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28325248,0.0,0.0,0.0,0.0,0.47950658,0.0,0.0,0.15975562,0.42005736,0.0,0.6954751,0.0,0.0,0.34647942,0.0,0.0,0.0,0.0,0.3235163
105,BRACS_295_N_26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23868735,0.0,0.0,0.0,0.0,3.600545,0.0,0.0,0.0,0.0,5.0952616,0.0,0.0,2.130585,4.431806,0.0,6.0885725,0.0,0.0,3.7210114,0.0,0.0,0.0,0.0,3.0019317
106,BRACS_1933_N_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13619556,0.0,0.0,0.0,0.0,2.205591,0.0,0.0,0.0,0.0,3.1514583,0.0,0.0,1.3114449,2.739346,0.0,3.7878027,0.0,0.0,2.314414,0.0,0.0,0.0,0.0,1.9084032
107,BRACS_734_N_26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044775784,0.0,0.0,0.0,0.0,1.113038,0.0,0.0,0.0,0.0,1.6099343,0.0,0.0,0.6615404,1.4080254,0.0,1.976757,0.0,0.0,1.2105544,0.0,0.0,0.0,0.0,1.0272939
108,BRACS_264_N_17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6095478,0.0,0.0,0.0,0.0,9.441395,0.0,0.0,0.0,0.0,13.263124,0.0,0.0,5.546397,11.416859,0.0,15.636453,0.0,0.0,9.554815,0.0,0.0,0.0,0.0,7.6030464
109,BRACS_1608_N_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39496624,0.0,0.0,0.0,0.0,0.60303867,0.0,0.0,0.23107007,0.5319418,0.0,0.81911767,0.0,0.0,0.47221884,0.0,0.0,0.0,0.0,0.42639482
110,BRACS_747_N_35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14586805,0.0,0.0,0.0,0.0,3.7257762,0.0,0.0,0.0,0.0,5.2813325,0.0,0.0,2.1771016,4.4690475,0.0,6.140034,0.0,0.0,3.761531,0.0,0.0,0.0,0.0,3.1352
111,BRACS_1485_N_6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20386854,0.0,0.0,0.0,0.0,0.48135802,0.0,0.0,0.09843139,0.3963616,0.07495554,0.7185497,0.0,0.0,0.23102409,0.0,0.0,0.0,0.0,0.23753129
112,BRACS_297_N_31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67366016,0.0,0.0,0.0,0.0,9.729264,0.0,0.0,0.0,0.0,13.670393,0.0,0.0,5.726643,11.827635,0.0,16.210459,0.0,0.0,9.88546,0.0,0.0,0.0,0.0,7.811407
113,BRACS_1510_N_21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75940627,0.0,0.0,0.0,0.0,1.202808,0.0,0.0,0.44227073,1.0171561,0.0,1.5168525,0.0,0.0,0.8183649,0.0,0.0,0.0,0.0,0.7219407
114,BRACS_1599_N_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12333667,0.0,0.0,0.0,0.0,2.84407,0.0,0.0,0.0,0.0,4.0426173,0.0,0.0,1.671064,3.438665,0.0,4.736919,0.0,0.0,2.911962,0.0,0.0,0.0,0.0,2.430955
115,BRACS_1904_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055910125,0.0,0.0,0.0,0.0,2.3341827,0.0,0.0,0.0,0.0,3.394183,0.0,0.0,1.3641108,2.883017,0.0,4.030507,0.0,0.0,2.382757,0.0,0.0,0.0,0.0,1.997061
116,BRACS_736_N_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13217148,0.0,0.0,0.0,0.0,2.818708,0.0,0.0,0.0,0.0,3.9977024,0.0,0.0,1.6568488,3.3987021,0.0,4.6961403,0.0,0.0,2.8934634,0.0,0.0,0.0,0.0,2.402479
117,BRACS_283_N_35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34564888,0.0,0.0,0.0,0.0,4.6051464,0.0,0.0,0.0,0.0,6.560991,0.0,0.0,2.7413893,5.687854,0.0,7.8330317,0.0,0.0,4.763799,0.0,0.0,0.0,0.0,3.8099008
118,BRACS_280_N_18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1971784,0.0,0.0,0.0,0.0,2.7050796,0.0,0.0,0.0,0.0,3.8713527,0.0,0.0,1.6158993,3.374704,0.0,4.6642704,0.0,0.0,2.839106,0.0,0.0,0.0,0.0,2.3025198
119,BRACS_264_N_12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41031593,0.0,0.0,0.0,0.0,4.8081045,0.0,0.0,0.0,0.0,6.851114,0.0,0.0,2.8723462,6.005987,0.0,8.281995,0.0,0.0,5.0185366,0.0,0.0,0.0,0.0,3.931445
120,BRACS_760_N_8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040903743,0.0,0.0,0.0,0.0,1.988269,0.0,0.0,0.0,0.0,2.8887522,0.0,0.0,1.1599787,2.4622226,0.0,3.4480283,0.0,0.0,2.0414932,0.0,0.0,0.0,0.0,1.7136323
121,BRACS_280_N_12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471216,0.0,0.0,0.0,0.0,2.9236245,0.0,0.0,0.0,0.0,4.1599774,0.0,0.0,1.7235645,3.5581603,0.0,4.901641,0.0,0.0,3.0043476,0.0,0.0,0.0,0.0,2.4924452
122,BRACS_265_N_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128832,0.0,0.0,0.0,0.0,1.965128,0.0,0.0,0.0,0.0,2.800076,0.0,0.0,1.1698805,2.4608254,0.0,3.4052348,0.0,0.0,2.0762339,0.0,0.0,0.0,0.0,1.6952671
123,BRACS_734_N_19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11705774,0.0,0.0,0.0,0.0,2.1780682,0.0,0.0,0.0,0.0,3.1483505,0.0,0.0,1.2934245,2.7222748,0.0,3.7884588,0.0,0.0,2.2769628,0.0,0.0,0.0,0.0,1.8818135
124,BRACS_280_N_16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32618517,0.0,0.0,0.0,0.0,5.837335,0.0,0.0,0.0,0.0,8.250984,0.0,0.0,3.4349878,7.0285454,0.0,9.6196375,0.0,0.0,5.9017553,0.0,0.0,0.0,0.0,4.8395033
125,BRACS_300_N_14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118889555,0.0,0.0,0.0,0.0,2.2734656,0.0,0.0,0.0,0.0,3.257825,0.0,0.0,1.3457018,2.8067794,0.0,3.890887,0.0,0.0,2.366784,0.0,0.0,0.0,0.0,1.9601235
126,BRACS_1511_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024216581,0.0,0.0,0.0,0.0,1.8211454,0.0,0.0,0.0,0.0,2.6573713,0.0,0.0,1.0613726,2.2562637,0.0,3.170703,0.0,0.0,1.872741,0.0,0.0,0.0,0.0,1.5836126
127,BRACS_760_N_18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1582911,0.0,0.0,0.0,0.0,2.6331186,0.0,0.0,0.0,0.0,3.7459028,0.0,0.0,1.5605651,3.2403617,0.0,4.467307,0.0,0.0,2.7375858,0.0,0.0,0.0,0.0,2.2525
128,BRACS_265_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05811934,0.0,0.0,0.0,0.0,1.1971918,0.0,0.0,0.0,0.0,1.7129166,0.0,0.0,0.71145415,1.5029465,0.0,2.1013284,0.0,0.0,1.2956202,0.0,0.0,0.0,0.0,1.0954148
129,BRACS_280_N_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33008122,0.0,0.0,0.0,0.0,5.6585517,0.0,0.0,0.0,0.0,8.008482,0.0,0.0,3.3358068,6.8339577,0.0,9.36324,0.0,0.0,5.737945,0.0,0.0,0.0,0.0,4.688404
130,BRACS_1593_N_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45782542,0.0,0.0,0.0,0.0,0.71442676,0.0,0.0,0.2661129,0.62131953,0.0,0.949932,0.0,0.0,0.5313721,0.0,0.0,0.0,0.0,0.4739012
131,BRACS_280_N_17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17535876,0.0,0.0,0.0,0.0,3.4827442,0.0,0.0,0.0,0.0,4.941436,0.0,0.0,2.0502863,4.2047863,0.0,5.7772875,0.0,0.0,3.5542464,0.0,0.0,0.0,0.0,2.9497232
132,BRACS_758_N_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43668836,0.0,0.0,0.0,0.0,7.3039603,0.0,0.0,0.0,0.0,10.300777,0.0,0.0,4.2987223,8.807773,0.0,12.045665,0.0,0.0,7.382321,0.0,0.0,0.0,0.0,5.991802
133,BRACS_760_N_10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1522183,0.0,0.0,0.0,0.0,3.3227034,0.0,0.0,0.0,0.0,4.7203593,0.0,0.0,1.9507236,4.020965,0.0,5.5325537,0.0,0.0,3.3852055,0.0,0.0,0.0,0.0,2.8097157
134,BRACS_1645_N_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5060195,0.0,0.0,0.0,0.0,8.5357,0.0,0.0,0.0,0.0,12.002298,0.0,0.0,5.01445,10.268218,0.0,14.035329,0.0,0.0,8.600918,0.0,0.0,0.0,0.0,6.9613624
135,BRACS_1933_N_8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34154838,0.0,0.0,0.0,0.0,0.56002146,0.0,0.0,0.19852346,0.486146,0.0,0.77564466,0.0,0.0,0.4113511,0.0,0.0,0.0,0.0,0.38135815
136,BRACS_281_N_10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20238839,0.0,0.0,0.0,0.0,3.180686,0.0,0.0,0.0,0.0,4.5399203,0.0,0.0,1.8869804,3.8972893,0.0,5.39606,0.0,0.0,3.2886136,0.0,0.0,0.0,0.0,2.676454
137,BRACS_265_N_12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19052616,0.0,0.0,0.0,0.0,3.3123927,0.0,0.0,0.0,0.0,4.7159886,0.0,0.0,1.9559809,4.01958,0.0,5.565755,0.0,0.0,3.3914745,0.0,0.0,0.0,0.0,2.7929504
138,BRACS_280_N_9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42158324,0.0,0.0,0.0,0.0,4.1821375,0.0,0.0,0.0,0.0,6.026854,0.0,0.0,2.5302794,5.3257637,0.0,7.372856,0.0,0.0,4.4398103,0.0,0.0,0.0,0.0,3.4433725
139,BRACS_1640_N_4,0,0.0,0.0,0.0,0.0,0.77560526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9387072,0.0,0.1715135,0.0,0.0,0.0,0.0,0.0,1.2327825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,BRACS_1584_N_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05577813,0.0,0.0,0.0,0.0,2.1342,0.0,0.0,0.0,0.0,3.085326,0.0,0.0,1.2481627,2.6257813,0.0,3.6614718,0.0,0.0,2.1914499,0.0,0.0,0.0,0.0,1.8405712
141,BRACS_1235_N_8,0,0.0,0.0,0.0,0.0,1.1186552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4615283,0.0,0.22312212,0.0,0.0,0.0,0.0,0.0,1.8697519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,BRACS_286_N_32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5388723,0.0,0.0,0.0,0.0,0.9132242,0.0,0.0,0.3091282,0.7593101,0.0,1.2037237,0.0,0.0,0.5838112,0.0,0.0,0.0,0.0,0.526875
143,BRACS_264_N_22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12005943,0.0,0.0,0.0,0.0,2.0961323,0.0,0.0,0.0,0.0,2.990001,0.0,0.0,1.2424484,2.5873537,0.0,3.585826,0.0,0.0,2.1959925,0.0,0.0,0.0,0.0,1.8179824
144,BRACS_300_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045414098,0.0,0.0,0.0,0.0,1.0264648,0.0,0.0,0.0,0.0,1.5067276,0.0,0.0,0.6132659,1.3356062,0.0,1.8919891,0.0,0.0,1.1257896,0.0,0.0,0.0,0.0,0.94926685
145,BRACS_1896_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65932375,0.0,0.0,0.0,0.0,1.0600332,0.0,0.0,0.37472937,0.90003395,0.0,1.3577394,0.0,0.0,0.70933557,0.0,0.0,0.0,0.0,0.6257212
146,BRACS_1324_PB_5,1,0.0,0.0,0.0,0.0,2.7400033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8680937,0.0,0.54614806,0.0,0.0,0.0,0.0,0.0,5.2113667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,BRACS_1242_PB_2,1,0.0,0.0,0.0,0.0,1.3539292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8201551,0.0,0.25631255,0.0,0.0,0.0,0.0,0.0,2.3268995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,BRACS_1255_PB_4,1,0.0,0.0,0.0,0.0,1.6319348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.226985,0.0,0.32034498,0.0,0.0,0.0,0.0,0.0,2.8892417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,BRACS_1320_PB_20,1,0.0,0.0,0.0,0.0,0.8245496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0134671,0.0,0.18664132,0.0,0.0,0.0,0.0,0.0,1.3248029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,BRACS_1319_PB_10,1,0.0,0.0,0.0,0.0,1.3540343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8225276,0.0,0.25097546,0.0,0.0,0.0,0.0,0.0,2.3220882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,BRACS_1486_PB_11,1,0.0,0.0,0.0,0.0,1.089228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4148681,0.0,0.2165258,0.0,0.0,0.0,0.0,0.0,1.8162363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,BRACS_1330_PB_3,1,0.0,0.0,0.0,0.0,1.6715684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2884352,0.0,0.3301003,0.0,0.0,0.0,0.0,0.0,2.978076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,BRACS_1257_PB_3,1,0.0,0.0,0.0,0.0,1.8375268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5282931,0.0,0.3295837,0.0,0.0,0.0,0.0,0.0,3.2978287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,BRACS_1238_PB_9,1,0.0,0.0,0.0,0.0,1.6451463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2573414,0.0,0.2867798,0.0,0.0,0.0,0.0,0.0,2.8921568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,BRACS_1239_PB_4,1,0.0,0.0,0.0,0.0,1.3637826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8283389,0.0,0.2654149,0.0,0.0,0.0,0.0,0.0,2.3502955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,BRACS_1318_PB_10,1,0.0,0.0,0.0,0.0,1.808656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.498397,0.0,0.32711416,0.0,0.0,0.0,0.0,0.0,3.225253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,BRACS_1324_PB_7,1,0.0,0.0,0.0,0.0,2.7635396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.893825,0.0,0.54449975,0.0,0.0,0.0,0.0,0.0,5.247492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,BRACS_1231_PB_13,1,0.0,0.0,0.0,0.0,2.0147684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7903912,0.0,0.37934357,0.0,0.0,0.0,0.0,0.0,3.6576662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,BRACS_1486_PB_7,1,0.0,0.0,0.0,0.0,0.82257587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0096182,0.0,0.1733754,0.0,0.0,0.0,0.0,0.0,1.3267527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,BRACS_1486_PB_4,1,0.0,0.0,0.0,0.0,1.3956084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8851092,0.0,0.24819693,0.0,0.0,0.0,0.0,0.0,2.40092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,BRACS_1253_PB_4,1,0.0,0.0,0.0,0.0,1.5582421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1293802,0.0,0.27075756,0.0,0.0,0.0,0.0,0.0,2.72045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,BRACS_1330_PB_2,1,0.0,0.0,0.0,0.0,1.3227656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7735534,0.0,0.2620806,0.0,0.0,0.0,0.0,0.0,2.2813962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,BRACS_1325_PB_12,1,0.0,0.0,0.0,0.0,2.0509157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8496943,0.0,0.39241928,0.0,0.0,0.0,0.0,0.0,3.726736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,BRACS_1324_PB_4,1,0.0,0.0,0.0,0.0,4.01581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.630165,0.0,0.80989605,0.0,0.0,0.0,0.0,0.0,7.978176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,BRACS_1240_PB_12,1,0.0,0.0,0.0,0.0,1.4972547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0370238,0.0,0.26820266,0.0,0.0,0.0,0.0,0.0,2.600323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,BRACS_1319_PB_18,1,0.0,0.0,0.0,0.0,1.5624764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1340053,0.0,0.28118312,0.0,0.0,0.0,0.0,0.0,2.731446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,BRACS_1235_PB_10,1,0.0,0.0,0.0,0.0,1.1996961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5921085,0.0,0.2326659,0.0,0.0,0.0,0.0,0.0,2.0304906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,BRACS_1319_PB_8,1,0.0,0.0,0.0,0.0,2.275661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1503465,0.0,0.43852264,0.0,0.0,0.0,0.0,0.0,4.2115407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,BRACS_1253_PB_5,1,0.0,0.0,0.0,0.0,1.1439297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4996231,0.0,0.22864246,0.0,0.0,0.0,0.0,0.0,1.9264262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,BRACS_1324_PB_3,1,0.0,0.0,0.0,0.0,3.3580678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7227993,0.0,0.66913897,0.0,0.0,0.0,0.0,0.0,6.5431204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,BRACS_1238_PB_51,1,0.0,0.0,0.0,0.0,2.9321904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.054472,0.0,0.58991295,0.0,0.0,0.0,0.0,0.0,5.629796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,BRACS_1318_PB_4,1,0.0,0.0,0.0,0.0,2.4653244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4256837,0.0,0.48214394,0.0,0.0,0.0,0.0,0.0,4.6033053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,BRACS_1250_PB_1,1,0.0,0.0,0.0,0.0,1.0560303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3613117,0.0,0.21683559,0.0,0.0,0.0,0.0,0.0,1.7483029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,BRACS_1242_PB_5,1,0.0,0.0,0.0,0.0,1.5418779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0991194,0.0,0.28180373,0.0,0.0,0.0,0.0,0.0,2.6911707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,BRACS_1320_PB_8,1,0.0,0.0,0.0,0.0,1.8582332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.565721,0.0,0.34930253,0.0,0.0,0.0,0.0,0.0,3.330618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
